t,plant,axis,Tsoil,volume,nitrates,Conc_Nitrates_Soil,mineralisation
1247,1,MS,5.1450000000000,1,349722.8623460599920,349722.8623460599920,0.0022219800000
1248,1,MS,5.8810000000000,1,349640.2052409700118,349640.2052409700118,0.0023656900000
1249,1,MS,5.8180000000000,1,349556.6434909200179,349556.6434909200179,0.0023530600000
1250,1,MS,6.0700000000000,1,349469.2710421300144,349469.2710421300144,0.0024039400000
1251,1,MS,5.7990000000000,1,349381.0299927999731,349381.0299927999731,0.0023492700000
1252,1,MS,5.2930000000000,1,349293.0928317100042,349293.0928317100042,0.0022502200000
1253,1,MS,4.4020000000000,1,349207.9603718299768,349207.9603718299768,0.0020850500000
1254,1,MS,3.3110000000000,1,349126.3564542899840,349126.3564542899840,0.0018979400000
1255,1,MS,2.4780000000000,1,349045.9969722799724,349045.9969722799724,0.0017655600000
1256,1,MS,2.2630000000000,1,348963.1579123900156,348963.1579123900156,0.0017328000000
1257,1,MS,2.1290000000000,1,348878.1597996000201,348878.1597996000201,0.0017126600000
1258,1,MS,2.0280000000000,1,348791.4900683300220,348791.4900683300220,0.0016976300000
1259,1,MS,1.9090000000000,1,348703.6983592199977,348703.6983592199977,0.0016800700000
1260,1,MS,1.8040000000000,1,348615.0847488999716,348615.0847488999716,0.0016647100000
1261,1,MS,1.7110000000000,1,348525.8844856399810,348525.8844856399810,0.0016512200000
1262,1,MS,1.5970000000000,1,348436.5202112299739,348436.5202112299739,0.0016348100000
1263,1,MS,1.4610000000000,1,348347.3505527200177,348347.3505527200177,0.0016154400000
1264,1,MS,1.3150000000000,1,348258.5876714499900,348258.5876714499900,0.0015948700000
1265,1,MS,1.2050000000000,1,348170.0816517199855,348170.0816517199855,0.0015795400000
1266,1,MS,1.0900000000000,1,348081.9987084299792,348081.9987084299792,0.0015636500000
1267,1,MS,0.9920000000000,1,347994.2470479100011,347994.2470479100011,0.0015502300000
1268,1,MS,0.9260000000000,1,347906.6074892599718,347906.6074892599718,0.0015412500000
1269,1,MS,0.9150000000000,1,347818.6514801700250,347818.6514801700250,0.0015397500000
1270,1,MS,0.9370000000000,1,347730.0478511899710,347730.0478511899710,0.0015427400000
1271,1,MS,0.9720000000000,1,347640.6709116399870,347640.6709116399870,0.0015475000000
1272,1,MS,1.0010000000000,1,347550.3691904200241,347550.3691904200241,0.0015514600000
1273,1,MS,1.0270000000000,1,347458.7881721199956,347458.7881721199956,0.0015550100000
1274,1,MS,1.0290000000000,1,347365.9209879100090,347365.9209879100090,0.0015552800000
1275,1,MS,1.0330000000000,1,347271.6649072800064,347271.6649072800064,0.0015558300000
1276,1,MS,1.0430000000000,1,347175.7931773600285,347175.7931773600285,0.0015572000000
1277,1,MS,1.0480000000000,1,347078.6929780999781,347078.6929780999781,0.0015578800000
1278,1,MS,1.0590000000000,1,346980.2568100600038,346980.2568100600038,0.0015593900000
1279,1,MS,1.0850000000000,1,346880.3534876700141,346880.3534876700141,0.0015629600000
1280,1,MS,1.1100000000000,1,346779.1421176600270,346779.1421176600270,0.0015664000000
1281,1,MS,1.1260000000000,1,346676.9966430300265,346676.9966430300265,0.0015686100000
1282,1,MS,1.1340000000000,1,346574.1699549200130,346574.1699549200130,0.0015697100000
1283,1,MS,1.1550000000000,1,346470.7442979100160,346470.7442979100160,0.0015726100000
1284,1,MS,1.1600000000000,1,346367.0448865399812,346367.0448865399812,0.0015733000000
1285,1,MS,1.1620000000000,1,346263.2523469200241,346263.2523469200241,0.0015735800000
1286,1,MS,1.1650000000000,1,346159.4868193700095,346159.4868193700095,0.0015740000000
1287,1,MS,1.1670000000000,1,346055.8644388900138,346055.8644388900138,0.0015742700000
1288,1,MS,1.1660000000000,1,345952.5271242100280,345952.5271242100280,0.0015741300000
1289,1,MS,1.1630000000000,1,345849.5630993400118,345849.5630993400118,0.0015737200000
1290,1,MS,1.1690000000000,1,345746.9699994699913,345746.9699994699913,0.0015745500000
1291,1,MS,1.1680000000000,1,345644.8715149100171,345644.8715149100171,0.0015744100000
1292,1,MS,1.1620000000000,1,345543.3427682099864,345543.3427682099864,0.0015735800000
1293,1,MS,1.2000000000000,1,345442.0128870999906,345442.0128870999906,0.0015788400000
1294,1,MS,1.2990000000000,1,345340.3682830199832,345340.3682830199832,0.0015926300000
1295,1,MS,1.5180000000000,1,345237.4162139300024,345237.4162139300024,0.0016235300000
1296,1,MS,1.4370000000000,1,345135.2043398600072,345135.2043398600072,0.0016120400000
1297,1,MS,2.2530000000000,1,345024.9382277699769,345024.9382277699769,0.0017312900000
1298,1,MS,3.2250000000000,1,344904.2910498399870,344904.2910498399870,0.0018838600000
1299,1,MS,3.9250000000000,1,344775.1360540399910,344775.1360540399910,0.0020012600000
1300,1,MS,3.6360000000000,1,344647.5582185399835,344647.5582185399835,0.0019520000000
1301,1,MS,2.8760000000000,1,344525.6939492099918,344525.6939492099918,0.0018277200000
1302,1,MS,2.1460000000000,1,344408.6270949899917,344408.6270949899917,0.0017152100000
1303,1,MS,1.5270000000000,1,344294.5301194299827,344294.5301194299827,0.0016248100000
1304,1,MS,1.3050000000000,1,344180.1400497800205,344180.1400497800205,0.0015934700000
1305,1,MS,1.1880000000000,1,344065.2922616800060,344065.2922616800060,0.0015771800000
1306,1,MS,1.1160000000000,1,343949.9353112400277,343949.9353112400277,0.0015672300000
1307,1,MS,1.0610000000000,1,343834.2143750499818,343834.2143750499818,0.0015596700000
1308,1,MS,1.0210000000000,1,343718.2451726599829,343718.2451726599829,0.0015541900000
1309,1,MS,0.9880000000000,1,343602.2118529700092,343602.2118529700092,0.0015496800000
1310,1,MS,0.9260000000000,1,343486.5963096700143,343486.5963096700143,0.0015412500000
1311,1,MS,0.8320000000000,1,343371.8689398100250,343371.8689398100250,0.0015285400000
1312,1,MS,0.7400000000000,1,343258.0916267100256,343258.0916267100256,0.0015161900000
1313,1,MS,0.6590000000000,1,343145.2303073999938,343145.2303073999938,0.0015054000000
1314,1,MS,0.6270000000000,1,343032.8885613100138,343032.8885613100138,0.0015011600000
1315,1,MS,0.5610000000000,1,342921.4796933300095,342921.4796933300095,0.0014924400000
1316,1,MS,0.4840000000000,1,342810.9818111200002,342810.9818111200002,0.0014823200000
1317,1,MS,0.4280000000000,1,342700.9746642999817,342700.9746642999817,0.0014750100000
1318,1,MS,0.4240000000000,1,342590.7772112099919,342590.7772112099919,0.0014744900000
1319,1,MS,0.4490000000000,1,342479.9327522799722,342479.9327522799722,0.0014777500000
1320,1,MS,0.4670000000000,1,342367.3184329799842,342367.3184329799842,0.0014801000000
1321,1,MS,0.5050000000000,1,342251.3884881800041,342251.3884881800041,0.0014850800000
1322,1,MS,0.5820000000000,1,342131.5180189000093,342131.5180189000093,0.0014952100000
1323,1,MS,0.6150000000000,1,342007.8691462900024,342007.8691462900024,0.0014995700000
1324,1,MS,0.8080000000000,1,341878.8395471199765,341878.8395471199765,0.0015253100000
1325,1,MS,0.9090000000000,1,341745.8308635600260,341745.8308635600260,0.0015389400000
1326,1,MS,0.8170000000000,1,341611.3077035699971,341611.3077035699971,0.0015265200000
1327,1,MS,0.7270000000000,1,341475.0973393699969,341475.0973393699969,0.0015144600000
1328,1,MS,0.6980000000000,1,341337.3555508700083,341337.3555508700083,0.0015105900000
1329,1,MS,0.6960000000000,1,341198.5340863000019,341198.5340863000019,0.0015103200000
1330,1,MS,0.6990000000000,1,341058.9759183399728,341058.9759183399728,0.0015107200000
1331,1,MS,0.7080000000000,1,340918.9583212700090,340918.9583212700090,0.0015119200000
1332,1,MS,0.6940000000000,1,340779.0694210000220,340779.0694210000220,0.0015100600000
1333,1,MS,0.6870000000000,1,340639.4688314700034,340639.4688314700034,0.0015091200000
1334,1,MS,0.6840000000000,1,340500.2955358600011,340500.2955358600011,0.0015087300000
1335,1,MS,0.6930000000000,1,340361.5644489899860,340361.5644489899860,0.0015099200000
1336,1,MS,0.6900000000000,1,340223.5306275800103,340223.5306275800103,0.0015095200000
1337,1,MS,0.6890000000000,1,340086.2596953400061,340086.2596953400061,0.0015093900000
1338,1,MS,0.6900000000000,1,339949.7979320699815,339949.7979320699815,0.0015095200000
1339,1,MS,0.6680000000000,1,339814.4817389799864,339814.4817389799864,0.0015066000000
1340,1,MS,0.6600000000000,1,339680.0405514399754,339680.0405514399754,0.0015055300000
1341,1,MS,0.6800000000000,1,339546.0380257599754,339546.0380257599754,0.0015081900000
1342,1,MS,0.7180000000000,1,339412.1496207300224,339412.1496207300224,0.0015132600000
1343,1,MS,0.7600000000000,1,339278.2390781400027,339278.2390781400027,0.0015188700000
1344,1,MS,0.8720000000000,1,339142.0613129999838,339142.0613129999838,0.0015339300000
1345,1,MS,1.4900000000000,1,338995.8003119700006,338995.8003119700006,0.0016195500000
1346,1,MS,2.6270000000000,1,338831.5935454000137,338831.5935454000137,0.0017886000000
1347,1,MS,3.1090000000000,1,338657.2405315799988,338657.2405315799988,0.0018650300000
1348,1,MS,3.3240000000000,1,338476.4274450800149,338476.4274450800149,0.0019000700000
1349,1,MS,2.6110000000000,1,338302.7897453599726,338302.7897453599726,0.0017861200000
1350,1,MS,1.7500000000000,1,338138.2799959600088,338138.2799959600088,0.0016568600000
1351,1,MS,1.1570000000000,1,337978.5537561000092,337978.5537561000092,0.0015728900000
1352,1,MS,1.0050000000000,1,337818.7125892799813,337818.7125892799813,0.0015520000000
1353,1,MS,0.9050000000000,1,337659.5502119199955,337659.5502119199955,0.0015384000000
1354,1,MS,0.8260000000000,1,337501.1612495500012,337501.1612495500012,0.0015277300000
1355,1,MS,0.7410000000000,1,337343.9610941099818,337343.9610941099818,0.0015163300000
1356,1,MS,0.6400000000000,1,337188.4729025600245,337188.4729025600245,0.0015028800000
1357,1,MS,0.5270000000000,1,337035.0559520300012,337035.0559520300012,0.0014879600000
1358,1,MS,0.4110000000000,1,336883.8842533500283,336883.8842533500283,0.0014727900000
1359,1,MS,0.3130000000000,1,336734.8036113699782,336734.8036113699782,0.0014600900000
1360,1,MS,0.2340000000000,1,336587.6339420999866,336587.6339420999866,0.0014499200000
1361,1,MS,0.1530000000000,1,336442.4197757299989,336442.4197757299989,0.0014395600000
1362,1,MS,0.0560000000000,1,336299.3806281799916,336299.3806281799916,0.0014272400000
1363,1,MS,0.0000000000000,1,336157.9925740599865,336157.9925740599865,0.0014201800000
1364,1,MS,0.0000000000000,1,336017.2977732300060,336017.2977732300060,0.0014201800000
1365,1,MS,0.0000000000000,1,335876.9119808300165,335876.9119808300165,0.0014201800000
1366,1,MS,0.0000000000000,1,335736.6013759300113,335736.6013759300113,0.0014201800000
1367,1,MS,0.0000000000000,1,335596.1101974499761,335596.1101974499761,0.0014201800000
1368,1,MS,0.0050000000000,1,335449.6638866600115,335449.6638866600115,0.0014208100000
1369,1,MS,0.0940000000000,1,335290.2554162099841,335290.2554162099841,0.0014320600000
1370,1,MS,0.6370000000000,1,335110.2496736099711,335110.2496736099711,0.0015024800000
1371,1,MS,1.9370000000000,1,334894.2084352599923,334894.2084352599923,0.0016841800000
1372,1,MS,2.1540000000000,1,334663.4386843399843,334663.4386843399843,0.0017164000000
1373,1,MS,1.4490000000000,1,334439.7391514200135,334439.7391514200135,0.0016137400000
1374,1,MS,0.8140000000000,1,334221.5726010299986,334221.5726010299986,0.0015261200000
1375,1,MS,0.6700000000000,1,334000.2581743299961,334000.2581743299961,0.0015068600000
1376,1,MS,0.5980000000000,1,333777.7946605299949,333777.7946605299949,0.0014973200000
1377,1,MS,0.5490000000000,1,333556.1501585799851,333556.1501585799851,0.0014908600000
1378,1,MS,0.5050000000000,1,333336.0697234799736,333336.0697234799736,0.0014850800000
1379,1,MS,0.4420000000000,1,333118.5148726900225,333118.5148726900225,0.0014768300000
1380,1,MS,0.3670000000000,1,332904.0059065499809,332904.0059065499809,0.0014670800000
1381,1,MS,0.3020000000000,1,332692.6031291600084,332692.6031291600084,0.0014586700000
1382,1,MS,0.2380000000000,1,332484.3995312299812,332484.3995312299812,0.0014504300000
1383,1,MS,0.1580000000000,1,332279.7354686899926,332279.7354686899926,0.0014402000000
1384,1,MS,0.0440000000000,1,332079.2376658000285,332079.2376658000285,0.0014257300000
1385,1,MS,0.0000000000000,1,331881.6595250500250,331881.6595250500250,0.0014201800000
1386,1,MS,0.0000000000000,1,331686.2578128700261,331686.2578128700261,0.0014201800000
1387,1,MS,0.0000000000000,1,331493.0559546300210,331493.0559546300210,0.0014201800000
1388,1,MS,0.0000000000000,1,331301.7155441099894,331301.7155441099894,0.0014201800000
1389,1,MS,0.0000000000000,1,331111.7103377999738,331111.7103377999738,0.0014201800000
1390,1,MS,0.0000000000000,1,330922.6145953700179,330922.6145953700179,0.0014201800000
1391,1,MS,0.0000000000000,1,330733.9791508499766,330733.9791508499766,0.0014201800000
1392,1,MS,0.0000000000000,1,330541.7959733500029,330541.7959733500029,0.0014201800000
1393,1,MS,0.0290000000000,1,330341.5801571899792,330341.5801571899792,0.0014238300000
1394,1,MS,0.1910000000000,1,330130.3566161600174,330130.3566161600174,0.0014444100000
1395,1,MS,0.6110000000000,1,329902.4714765999815,329902.4714765999815,0.0014990400000
1396,1,MS,0.7170000000000,1,329665.9187060000258,329665.9187060000258,0.0015131200000
1397,1,MS,0.3700000000000,1,329432.2060043999809,329432.2060043999809,0.0014674600000
1398,1,MS,0.3140000000000,1,329195.9531631399877,329195.9531631399877,0.0014602200000
1399,1,MS,0.3020000000000,1,328956.6898722000187,328956.6898722000187,0.0014586700000
1400,1,MS,0.2810000000000,1,328717.4269211399951,328717.4269211399951,0.0014559600000
1401,1,MS,0.2400000000000,1,328480.5212411700049,328480.5212411700049,0.0014506900000
1402,1,MS,0.1900000000000,1,328246.5773886700044,328246.5773886700044,0.0014442800000
1403,1,MS,0.1110000000000,1,328016.4381641399814,328016.4381641399814,0.0014342100000
1404,1,MS,0.0350000000000,1,327790.1902203999925,327790.1902203999925,0.0014245900000
1405,1,MS,0.0240000000000,1,327566.6452487999923,327566.6452487999923,0.0014232000000
1406,1,MS,0.0000000000000,1,327346.1698111000005,327346.1698111000005,0.0014201800000
1407,1,MS,0.0000000000000,1,327128.3638901599916,327128.3638901599916,0.0014201800000
1408,1,MS,0.0000000000000,1,326913.2372365199844,326913.2372365199844,0.0014201800000
1409,1,MS,0.0000000000000,1,326700.7758075100137,326700.7758075100137,0.0014201800000
1410,1,MS,0.0000000000000,1,326490.9515024200082,326490.9515024200082,0.0014201800000
1411,1,MS,0.0000000000000,1,326283.7274664299912,326283.7274664299912,0.0014201800000
1412,1,MS,0.0000000000000,1,326078.8849771199748,326078.8849771199748,0.0014201800000
1413,1,MS,0.0000000000000,1,325876.1197080200072,325876.1197080200072,0.0014201800000
1414,1,MS,0.0000000000000,1,325675.2333117499948,325675.2333117499948,0.0014201800000
1415,1,MS,0.0000000000000,1,325476.0398848099867,325476.0398848099867,0.0014201800000
1416,1,MS,0.0240000000000,1,325274.6059642399778,325274.6059642399778,0.0014232000000
1417,1,MS,0.1180000000000,1,325066.1088189799921,325066.1088189799921,0.0014351000000
1418,1,MS,0.4570000000000,1,324844.9598460600246,324844.9598460600246,0.0014787900000
1419,1,MS,1.8290000000000,1,324588.0962322200066,324588.0962322200066,0.0016683500000
1420,1,MS,2.0930000000000,1,324319.0850086500286,324319.0850086500286,0.0017072900000
1421,1,MS,1.3260000000000,1,324062.7747617600253,324062.7747617600253,0.0015964100000
1422,1,MS,0.6140000000000,1,323817.3684704100015,323817.3684704100015,0.0014994400000
1423,1,MS,0.5130000000000,1,323569.9194567400264,323569.9194567400264,0.0014861300000
1424,1,MS,0.4900000000000,1,323322.2320576899801,323322.2320576899801,0.0014831100000
1425,1,MS,0.4850000000000,1,323076.4981206500088,323076.4981206500088,0.0014824500000
