t,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,mineral_N_fertilization_rate
1139,32,23,6.1,0,6.3643125,0.89,360,2.1,0
1140,32,24,5.6,0,6.38390625,0.91,360,2.2,0
1141,33,1,5.4,0,6.412729167,0.9,360,2.2,0
1142,33,2,3.9,0,6.4220625,0.92,360,2.2,0
1143,33,3,3.3,0,6.440166667,0.94,360,2.2,0
1144,33,4,3.7,0,6.465739583,0.95,360,2.2,0
1145,33,5,2.7,0,6.4738125,0.95,360,2.2,0
1146,33,6,2.9,0,6.489302083,0.96,360,2.2,0
1147,33,7,2.7,0,6.51128125,0.96,360,2.2,0
1148,33,8,3,11.22222222,6.518333333,0.96,360,2.2,0
1149,33,9,3.5,67.33333333,6.532052083,0.97,360,2.2,0
1150,33,10,4.2,123.4444444,6.551333333,0.96,360,2.2,0
1151,33,11,5,168.3333333,6.557333333,0.95,360,2.2,0
1152,33,12,5.8,303,6.568614583,0.93,360,2.2,0
1153,33,13,7,246.8888889,6.583729167,0.92,360,2.2,0
1154,33,14,7.8,325.4444444,6.588260417,0.89,360,2.2,0
1155,33,15,7.7,258.1111111,6.596697917,0.87,360,2.2,0
1156,33,16,7.6,78.55555556,6.607666667,0.89,360,2.2,0
1157,33,17,7.5,11.22222222,6.610875,0.91,360,2.2,0
1158,33,18,7.6,0,6.616708333,0.89,360,2.2,0
1159,33,19,7.4,0,6.624177083,0.91,360,2.2,0
1160,33,20,7.3,0,6.626416667,0.94,360,2.2,0
1161,33,21,7.2,0,6.630479167,0.94,360,2.2,0
1162,33,22,7.3,0,6.6355625,0.94,360,2.2,0
1163,33,23,7.3,0,6.63703125,0.94,360,2.2,0
1164,33,24,7.3,0,6.639760417,0.94,360,4.3,0
1165,34,1,7.1,0,6.64340625,0.94,360,4.3,0
1166,34,2,7.2,0,6.644510417,0.94,360,4.3,0
1167,34,3,7.3,0,6.646479167,0.93,360,4.3,0
1168,34,4,7.1,0,6.649,0.96,360,4.3,0
1169,34,5,7.1,0,6.64975,0.97,360,4.3,0
1170,34,6,7.4,0,6.651135417,0.96,360,4.3,0
1171,34,7,7.5,0,6.65303125,0.94,360,4.3,0
1172,34,8,7.5,0,6.65359375,0.94,360,4.3,0
1173,34,9,7.4,22.44444444,6.654666667,0.96,360,4.3,0
1174,34,10,7.7,56.11111111,6.65625,0.94,360,4.3,0
1175,34,11,8.6,179.5555556,6.656864583,0.89,360,4.3,0
1176,34,12,9.1,202,6.658239583,0.86,360,4.3,0
1177,34,13,9.4,202,6.66103125,0.84,360,4.3,0
1178,34,14,9.4,134.6666667,6.662208333,0.84,360,4.3,0
1179,34,15,9.4,101,6.665010417,0.82,360,4.3,0
1180,34,16,9.5,56.11111111,6.670447917,0.83,360,4.3,0
1181,34,17,9.2,0,6.672583333,0.83,360,4.3,0
1182,34,18,9,0,6.677302083,0.87,360,4.3,0
1183,34,19,8.9,0,6.685197917,0.88,360,4.3,0
1184,34,20,9.1,0,6.687927083,0.89,360,4.3,0
1185,34,21,9,0,6.6934375,0.9,360,4.3,0
1186,34,22,8.6,0,6.701520833,0.94,360,4.3,0
1187,34,23,8.9,0,6.704104167,0.96,360,4.3,0
1188,34,24,8.8,0,6.7089375,0.96,360,5,0
1189,35,1,9,0,6.715,0.95,360,5,0
1190,35,2,8.9,0,6.716708333,0.92,360,5,0
1191,35,3,8.9,0,6.71971875,0.86,360,5,0
1192,35,4,7.9,0,6.72378125,0.76,360,5,0
1193,35,5,7.8,0,6.725083333,0.76,360,5,0
1194,35,6,7.1,0,6.727729167,0.71,360,5,0
1195,35,7,7,0,6.73165625,0.72,360,5,0
1196,35,8,6.7,11.22222222,6.732927083,0.76,360,5,0
1197,35,9,7.4,235.6666667,6.735364583,0.74,360,5,0
1198,35,10,7.4,280.5555556,6.738760417,0.71,360,5,0
1199,35,11,7.5,134.6666667,6.739791667,0.73,360,5,0
1200,35,12,8.3,213.2222222,6.7416875,0.7,360,5,0
1201,35,13,8.4,190.7777778,6.744135417,0.69,360,5,0
1202,35,14,8.3,527.4444444,6.744802083,0.69,360,5,0
1203,35,15,7.5,112.2222222,6.745885417,0.78,360,5,0
1204,35,16,7.5,89.77777778,6.747083333,0.78,360,5,0
1205,35,17,7.2,22.44444444,6.74740625,0.81,360,5,0
1206,35,18,7.3,0,6.747875,0.8,360,5,0
1207,35,19,6.6,0,6.74815625,0.81,360,5,0
1208,35,20,5.9,0,6.748104167,0.85,360,5,0
1209,35,21,6.3,0,6.747791667,0.78,360,5,0
1210,35,22,5.7,0,6.746625,0.87,360,5,0
1211,35,23,6.5,0,6.7459375,0.82,360,5,0
1212,35,24,6.1,0,6.744,0.82,360,4.6,0
1213,36,1,6.4,0,6.73959375,0.82,360,4.6,0
1214,36,2,6.1,0,6.73775,0.84,360,4.6,0
1215,36,3,5.9,0,6.733635417,0.85,360,4.6,0
1216,36,4,6.5,0,6.727072917,0.83,360,4.6,0
1217,36,5,6.5,0,6.72484375,0.84,360,4.6,0
1218,36,6,6.6,0,6.720302083,0.8,360,4.6,0
1219,36,7,6.5,0,6.713010417,0.81,360,4.6,0
1220,36,8,6.5,0,6.7104375,0.81,360,4.6,0
1221,36,9,6.5,78.55555556,6.705052083,0.82,360,4.6,0
1222,36,10,6.9,213.2222222,6.696260417,0.82,360,4.6,0
1223,36,11,7.6,303,6.693145833,0.77,360,4.6,0
1224,36,12,7.6,269.3333333,6.686625,0.74,360,4.6,0
1225,36,13,7.9,291.7777778,6.676104167,0.72,360,4.6,0
1226,36,14,7.7,303,6.672364583,0.73,360,4.6,0
1227,36,15,7.1,134.6666667,6.664520833,0.81,360,4.6,0
1228,36,16,6.6,67.33333333,6.651864583,0.82,360,4.6,0
1229,36,17,6.3,11.22222222,6.647395833,0.81,360,4.6,0
1230,36,18,6.2,0,6.638166667,0.82,360,4.6,0
1231,36,19,6.2,0,6.623583333,0.81,360,4.6,0
1232,36,20,5.3,0,6.618604167,0.89,360,4.6,0
1233,36,21,5.3,0,6.60853125,0.92,360,4.6,0
1234,36,22,5.9,0,6.593010417,0.87,360,4.6,0
1235,36,23,6.1,0,6.58765625,0.85,360,4.6,0
1236,36,24,6.3,0,6.576645833,0.89,360,4.1,0
1237,37,1,6.6,0,6.5594375,0.89,360,4.1,0
1238,37,2,6.8,0,6.553510417,0.9,360,4.1,0
1239,37,3,3.7,0,6.541479167,0.88,360,4.1,0
1240,37,4,3.5,0,6.523041667,0.94,360,4.1,0
1241,37,5,4.4,0,6.516864583,0.96,360,4.1,0
1242,37,6,4.5,0,6.504614583,0.93,360,4.1,0
1243,37,7,3.9,0,6.48634375,0.9,360,4.1,0
1244,37,8,3.8,22.44444444,6.480239583,0.89,360,4.1,0
1245,37,9,4.2,213.2222222,6.46790625,0.86,360,4.1,0
1246,37,10,4.7,482.5555556,6.449354167,0.72,360,4.1,0
1247,37,11,5.1,763.1111111,6.443166667,0.63,360,4.1,0
1248,37,12,3.1,359.1111111,6.430854167,0.79,360,4.1,0
1249,37,13,3.9,662.1111111,6.41265625,0.63,360,4.1,0
1250,37,14,3.9,493.7777778,6.4066875,0.65,360,4.1,0
1251,37,15,4.4,538.6666667,6.394947917,0.62,360,4.1,0
1252,37,16,3.3,246.8888889,6.37778125,0.55,360,4.1,0
1253,37,17,2.4,89.77777778,6.37215625,0.54,360,4.1,0
1254,37,18,1.9,0,6.361052083,0.56,360,4.1,0
1255,37,19,0.9,0,6.34478125,0.63,360,4.1,0
1256,37,20,1,0,6.339447917,0.67,360,4.1,0
1257,37,21,0.3,0,6.328947917,0.81,360,4.1,0
1258,37,22,-0.3,0,6.313739583,0.86,360,4.1,0
1259,37,23,-0.7,0,6.308895833,0.88,360,4.1,0
1260,37,24,-1,0,6.299614583,0.86,360,2.5,0
1261,38,1,-1,0,6.287114583,0.83,360,2.5,0
1262,38,2,-1.8,0,6.283375,0.83,360,2.5,0
1263,38,3,-1.3,0,6.276520833,0.83,360,2.5,0
1264,38,4,-1.4,0,6.267729167,0.81,360,2.5,0
1265,38,5,-1.3,0,6.265145833,0.8,360,2.5,0
1266,38,6,-1,0,6.260541667,0.83,360,2.5,0
1267,38,7,-0.6,0,6.254572917,0.84,360,2.5,0
1268,38,8,-0.3,22.44444444,6.252708333,0.85,360,2.5,0
1269,38,9,0.5,157.1111111,6.249052083,0.84,360,2.5,0
1270,38,10,1.1,213.2222222,6.243364583,0.8,360,2.5,0
1271,38,11,1.4,202,6.24140625,0.79,360,2.5,0
1272,38,12,1,190.7777778,6.237447917,0.88,360,2.5,0
1273,38,13,0.6,157.1111111,6.231520833,0.91,360,2.5,0
1274,38,14,0.4,112.2222222,6.229583333,0.93,360,2.5,0
1275,38,15,0.2,89.77777778,6.22575,0.94,360,2.5,0
1276,38,16,0.2,44.88888889,6.220239583,0.95,360,2.5,0
1277,38,17,0.2,22.44444444,6.218489583,0.96,360,2.5,0
1278,38,18,0.3,0,6.215041667,0.96,360,2.5,0
1279,38,19,0.4,0,6.210041667,0.96,360,2.5,0
1280,38,20,0.1,0,6.208395833,0.97,360,2.5,0
1281,38,21,0.1,0,6.205135417,0.97,360,2.5,0
1282,38,22,0.2,0,6.200447917,0.97,360,2.5,0
1283,38,23,0.1,0,6.198947917,0.98,360,2.5,0
1284,38,24,0,0,6.196083333,0.98,360,2.7,0
1285,39,1,0.1,0,6.192510417,0.98,360,2.7,0
1286,39,2,0.1,0,6.191489583,0.98,360,2.7,0
1287,39,3,0.1,0,6.18978125,0.98,360,2.7,0
1288,39,4,0.1,0,6.187927083,0.98,360,2.7,0
1289,39,5,0.2,0,6.187489583,0.98,360,2.7,0
1290,39,6,0.1,0,6.186947917,0.97,360,2.7,0
1291,39,7,0.2,0,6.186729167,0.96,360,2.7,0
1292,39,8,0.2,0,6.186802083,0.95,360,2.7,0
1293,39,9,0.3,44.88888889,6.187197917,0.91,360,2.7,0
1294,39,10,0.4,145.8888889,6.18840625,0.92,360,2.7,0
1295,39,11,-0.2,202,6.188885417,0.93,360,2.7,0
1296,39,12,1.3,505,6.189927083,0.95,360,2.7,0
1297,39,13,1.2,583.5555556,6.191458333,0.86,360,2.7,0
1298,39,14,2.8,673.3333333,6.1919375,0.82,360,2.7,0
1299,39,15,2.2,404,6.192802083,0.75,360,2.7,0
1300,39,16,1.6,213.2222222,6.193854167,0.79,360,2.7,0
1301,39,17,1.2,89.77777778,6.194166667,0.83,360,2.7,0
1302,39,18,0.7,0,6.19478125,0.82,360,2.7,0
1303,39,19,0.2,0,6.195645833,0.84,360,2.7,0
1304,39,20,-0.2,0,6.1959375,0.87,360,2.7,0
1305,39,21,-0.7,0,6.196510417,0.88,360,2.7,0
1306,39,22,-1.7,0,6.19759375,0.91,360,2.7,0
1307,39,23,-0.7,0,6.198114583,0.92,360,2.7,0
1308,39,24,-1.2,0,6.1996875,0.92,360,2.6,0
1309,40,1,-1.7,0,6.203697917,0.92,360,2.6,0
1310,40,2,-1.7,0,6.205395833,0.92,360,2.6,0
1311,40,3,-2.1,0,6.208979167,0.91,360,2.6,0
1312,40,4,-2.3,0,6.214010417,0.93,360,2.6,0
1313,40,5,-1.7,0,6.215614583,0.93,360,2.6,0
1314,40,6,-2.8,0,6.218677083,0.92,360,2.6,0
1315,40,7,-3.6,0,6.222604167,0.93,360,2.6,0
1316,40,8,-3,78.55555556,6.223604167,0.94,360,2.6,0
1317,40,9,-2.1,437.6666667,6.224927083,0.93,360,2.6,0
1318,40,10,-1.3,572.3333333,6.224885417,0.9,360,2.6,0
1319,40,11,0.5,684.5555556,6.2243125,0.86,360,2.6,0
1320,40,12,1.1,718.2222222,6.2223125,0.77,360,2.6,0
1321,40,13,0,157.1111111,6.217145833,0.88,360,2.6,0
1322,40,14,1.1,269.3333333,6.214864583,0.87,360,2.6,0
1323,40,15,1.5,415.2222222,6.2095,0.81,360,2.6,0
1324,40,16,1.4,280.5555556,6.199447917,0.79,360,2.6,0
1325,40,17,0.5,78.55555556,6.19565625,0.87,360,2.6,0
1326,40,18,0.3,0,6.187583333,0.9,360,2.6,0
1327,40,19,0.5,0,6.174354167,0.9,360,2.6,0
1328,40,20,0.3,0,6.16965625,0.89,360,2.6,0
1329,40,21,0.5,0,6.15996875,0.88,360,2.6,0
1330,40,22,0.5,0,6.145177083,0.9,360,2.6,0
1331,40,23,0.2,0,6.140375,0.9,360,2.6,0
1332,40,24,-0.1,0,6.131427083,0.92,360,1.7,0
1333,41,1,-0.2,0,6.1208125,0.92,360,1.7,0
1334,41,2,-0.1,0,6.118177083,0.93,360,1.7,0
1335,41,3,-0.1,0,6.11428125,0.93,360,1.7,0
1336,41,4,0.2,0,6.11109375,0.92,360,1.7,0
1337,41,5,0.4,0,6.1105625,0.89,360,1.7,0
1338,41,6,-0.2,0,6.10996875,0.91,360,1.7,0
1339,41,7,0.1,0,6.10990625,0.91,360,1.7,0
1340,41,8,0.3,22.44444444,6.110020833,0.92,360,1.7,0
1341,41,9,0.7,168.3333333,6.110322917,0.9,360,1.7,0
1342,41,10,1.1,202,6.110875,0.88,360,1.7,0
1343,41,11,2.3,359.1111111,6.111072917,0.83,360,1.7,0
1344,41,12,2.1,471.3333333,6.11146875,0.81,360,1.7,0
1345,41,13,3,561.1111111,6.112083333,0.76,360,1.7,0
1346,41,14,2.1,404,6.112322917,0.75,360,1.7,0
1347,41,15,3.8,527.4444444,6.11290625,0.73,360,1.7,0
1348,41,16,2.8,314.2222222,6.11409375,0.75,360,1.7,0
1349,41,17,2.1,123.4444444,6.114583333,0.74,360,1.7,0
1350,41,18,0.5,0,6.115635417,0.84,360,1.7,0
1351,41,19,0.2,0,6.117447917,0.84,360,1.7,0
1352,41,20,-0.4,0,6.118072917,0.84,360,1.7,0
1353,41,21,-0.1,0,6.119302083,0.83,360,1.7,0
1354,41,22,-0.6,0,6.121333333,0.79,360,1.7,0
1355,41,23,-1.4,0,6.122104167,0.87,360,1.7,0
1356,41,24,-1.8,0,6.1239375,0.89,360,0.8,0
1357,42,1,-2.4,0,6.1283125,0.89,360,0.8,0
1358,42,2,-3,0,6.130541667,0.91,360,0.8,0
1359,42,3,-3.2,0,6.136333333,0.92,360,0.8,0
1360,42,4,-3.9,0,6.1481875,0.93,360,0.8,0
1361,42,5,-4.1,0,6.152770833,0.93,360,0.8,0
1362,42,6,-4.4,0,6.162489583,0.94,360,0.8,0
1363,42,7,-4.7,0,6.177864583,0.93,360,0.8,0
1364,42,8,-5.7,44.88888889,6.183072917,0.93,360,0.8,0
1365,42,9,-3.1,437.6666667,6.1935,0.94,360,0.8,0
1366,42,10,0.2,740.6666667,6.208895833,0.95,360,0.8,0
1367,42,11,1.2,965.1111111,6.2139375,0.8,360,0.8,0
1368,42,12,2,1167.111111,6.22375,0.64,360,0.8,0
1369,42,13,2.6,965.1111111,6.237864583,0.57,360,0.8,0
1370,42,14,3.1,819.2222222,6.24234375,0.59,360,0.8,0
1371,42,15,2.9,617.2222222,6.25090625,0.59,360,0.8,0
1372,42,16,2.1,347.8888889,6.262625,0.64,360,0.8,0
1373,42,17,0.6,89.77777778,6.266260417,0.69,360,0.8,0
1374,42,18,0,0,6.273177083,0.73,360,0.8,0
1375,42,19,-0.2,0,6.282666667,0.74,360,0.8,0
1376,42,20,-0.7,0,6.285552083,0.78,360,0.8,0
1377,42,21,-1,0,6.29090625,0.81,360,0.8,0
1378,42,22,-1.9,0,6.297885417,0.84,360,0.8,0
1379,42,23,-1.2,0,6.300041667,0.85,360,0.8,0
1380,42,24,-1.7,0,6.304322917,0.86,360,2.1,0
1381,43,1,-2,0,6.311552083,0.85,360,2.1,0
1382,43,2,-2.2,0,6.314364583,0.85,360,2.1,0
1383,43,3,-3.4,0,6.320614583,0.84,360,2.1,0
1384,43,4,-3.9,0,6.331635417,0.86,360,2.1,0
1385,43,5,-3.6,0,6.33571875,0.88,360,2.1,0
1386,43,6,-4.1,0,6.344260417,0.88,360,2.1,0
1387,43,7,-4.1,0,6.357833333,0.89,360,2.1,0
1388,43,8,-3.8,134.6666667,6.3625625,0.88,360,2.1,0
1389,43,9,-2.2,561.1111111,6.372333333,0.8,360,2.1,0
1390,43,10,-0.9,886.5555556,6.38784375,0.73,360,2.1,0
1391,43,11,0.2,1021.222222,6.39321875,0.59,360,2.1,0
1392,43,12,0.9,953.8888889,6.40415625,0.48,360,2.1,0
1393,43,13,1.5,998.7777778,6.420791667,0.54,360,2.1,0
1394,43,14,2.1,864.1111111,6.42640625,0.49,360,2.1,0
1395,43,15,2.3,673.3333333,6.437791667,0.51,360,2.1,0
1396,43,16,1.8,415.2222222,6.45528125,0.49,360,2.1,0
1397,43,17,0.3,123.4444444,6.461208333,0.52,360,2.1,0
1398,43,18,-0.2,0,6.4731875,0.61,360,2.1,0
1399,43,19,-0.8,0,6.49159375,0.65,360,2.1,0
1400,43,20,-0.8,0,6.497895833,0.67,360,2.1,0
1401,43,21,-0.9,0,6.510822917,0.66,360,2.1,0
1402,43,22,-1.4,0,6.531072917,0.66,360,2.1,0
1403,43,23,-1.3,0,6.53803125,0.67,360,2.1,0
1404,43,24,-1.4,0,6.552083333,0.71,360,1.4,0
1405,44,1,-1.8,0,6.573052083,0.73,360,1.4,0
1406,44,2,-1.9,0,6.58,0.77,360,1.4,0
1407,44,3,-2,0,6.593822917,0.74,360,1.4,0
1408,44,4,-2.2,0,6.614552083,0.79,360,1.4,0
1409,44,5,-2,0,6.621489583,0.77,360,1.4,0
1410,44,6,-2.1,0,6.635239583,0.79,360,1.4,0
1411,44,7,-2.3,0,6.655364583,0.8,360,1.4,0
1412,44,8,-1.9,56.11111111,6.661947917,0.8,360,1.4,0
1413,44,9,-1.7,145.8888889,6.67496875,0.78,360,1.4,0
1414,44,10,-1.3,213.2222222,6.6943125,0.75,360,1.4,0
1415,44,11,-0.1,381.5555556,6.700760417,0.73,360,1.4,0
1416,44,12,2.1,909,6.713770833,0.67,360,1.4,0
1417,44,13,3.2,965.1111111,6.733625,0.59,360,1.4,0
1418,44,14,4.2,886.5555556,6.740364583,0.56,360,1.4,0
1419,44,15,3.7,639.6666667,6.754041667,0.57,360,1.4,0
1420,44,16,3.1,291.7777778,6.775041667,0.63,360,1.4,0
1421,44,17,2.6,89.77777778,6.782135417,0.6,360,1.4,0
1422,44,18,1.1,0,6.796510417,0.68,360,1.4,0
1423,44,19,1.7,0,6.818520833,0.65,360,1.4,0
1424,44,20,1.9,0,6.825979167,0.61,360,1.4,0
1425,44,21,2.3,0,6.841052083,0.54,360,1.4,0
1426,44,22,1.7,0,6.86409375,0.61,360,1.4,0
1427,44,23,1.3,0,6.871958333,0.71,360,1.4,0
1428,44,24,0.8,0,6.888010417,0.83,360,1.6,0
1429,45,1,1,0,6.912875,0.9,360,1.6,0
1430,45,2,1,0,6.921416667,0.93,360,1.6,0
1431,45,3,1.3,0,6.939,0.94,360,1.6,0
1432,45,4,1.6,0,6.966760417,0.96,360,1.6,0
1433,45,5,1.8,0,6.976260417,0.96,360,1.6,0
1434,45,6,2.1,0,6.995447917,0.97,360,1.6,0
1435,45,7,2.3,0,7.02475,0.97,360,1.6,0
1436,45,8,2.7,11.22222222,7.034697917,0.98,360,1.6,0
1437,45,9,3.3,112.2222222,7.05496875,0.98,360,1.6,0
1438,45,10,3.5,145.8888889,7.086510417,0.98,360,1.6,0
1439,45,11,4.2,258.1111111,7.097364583,0.99,360,1.6,0
1440,45,12,5,258.1111111,7.11959375,0.99,360,1.6,0.00003125
1441,45,13,5.7,336.6666667,7.154229167,0.99,360,1.6,0
1442,45,14,5.9,291.7777778,7.16615625,0.99,360,1.6,0
1443,45,15,5.8,134.6666667,7.190510417,0.99,360,1.6,0
1444,45,16,5.6,56.11111111,7.228447917,0.99,360,1.6,0
1445,45,17,5.1,22.44444444,7.241385417,0.99,360,1.6,0
1446,45,18,4.7,11.22222222,7.26759375,0.99,360,1.6,0
1447,45,19,4.6,0,7.307666667,0.99,360,1.6,0
1448,45,20,4.7,0,7.321270833,0.99,360,1.6,0
1449,45,21,4.4,0,7.348677083,0.99,360,1.6,0
1450,45,22,4.5,0,7.390072917,0.99,360,1.6,0
1451,45,23,4.3,0,7.403791667,0.99,360,1.6,0
1452,45,24,3.8,0,7.43078125,0.99,360,3.4,0
1453,46,1,3.9,0,7.468979167,0.99,360,3.4,0
1454,46,2,3.7,0,7.480927083,0.95,360,3.4,0
1455,46,3,4.2,0,7.503583333,0.93,360,3.4,0
1456,46,4,4.5,0,7.534958333,0.94,360,3.4,0
1457,46,5,4.6,0,7.54490625,0.94,360,3.4,0
1458,46,6,5,0,7.564416667,0.93,360,3.4,0
1459,46,7,4.8,0,7.593375,0.95,360,3.4,0
1460,46,8,5.3,11.22222222,7.603083333,0.96,360,3.4,0
1461,46,9,5.7,67.33333333,7.622708333,0.95,360,3.4,0
1462,46,10,6.1,78.55555556,7.652895833,0.96,360,3.4,0
1463,46,11,6.7,179.5555556,7.66315625,0.97,360,3.4,0
1464,46,12,6.2,123.4444444,7.683979167,0.86,360,3.4,0
1465,46,13,8.5,662.1111111,7.715947917,0.78,360,3.4,0
1466,46,14,8,774.3333333,7.72678125,0.67,360,3.4,0
1467,46,15,8.4,471.3333333,7.748604167,0.6,360,3.4,0
1468,46,16,7.5,370.3333333,7.781614583,0.63,360,3.4,0
1469,46,17,6.1,89.77777778,7.792739583,0.66,360,3.4,0
1470,46,18,5.1,0,7.815145833,0.68,360,3.4,0
1471,46,19,3.7,0,7.848979167,0.8,360,3.4,0
1472,46,20,3.1,0,7.8603125,0.79,360,3.4,0
1473,46,21,3.8,0,7.883,0.82,360,3.4,0
1474,46,22,4.3,0,7.917072917,0.81,360,3.4,0
1475,46,23,4.1,0,7.9284375,0.81,360,3.4,0
1476,46,24,3.3,0,7.950989583,0.84,360,3.5,0
1477,47,1,3.4,0,7.983416667,0.86,360,3.5,0
1478,47,2,3.6,0,7.993583333,0.84,360,3.5,0
1479,47,3,4.2,0,8.012770833,0.83,360,3.5,0
1480,47,4,3.8,0,8.038739583,0.85,360,3.5,0
1481,47,5,4,0,8.0468125,0.88,360,3.5,0
1482,47,6,4.5,0,8.062322917,0.89,360,3.5,0
1483,47,7,4.5,0,8.08434375,0.89,360,3.5,0
1484,47,8,4.9,56.11111111,8.091489583,0.83,360,3.5,0
1485,47,9,5.4,235.6666667,8.105479167,0.82,360,3.5,0
1486,47,10,6.2,370.3333333,8.125489583,0.79,360,3.5,0
1487,47,11,4,235.6666667,8.13184375,0.88,360,3.5,0
1488,47,12,5.8,415.2222222,8.144052083,0.86,360,3.5,0
1489,47,13,5.1,404,8.161145833,0.85,360,3.5,0
1490,47,14,6.1,336.6666667,8.166541667,0.78,360,3.5,0
1491,47,15,5.9,381.5555556,8.176885417,0.79,360,3.5,0
1492,47,16,6.1,168.3333333,8.191729167,0.75,360,3.5,0
1493,47,17,6,78.55555556,8.196583333,0.77,360,3.5,0
1494,47,18,5.5,0,8.206072917,0.81,360,3.5,0
1495,47,19,5,0,8.219989583,0.84,360,3.5,0
1496,47,20,4.8,0,8.224614583,0.86,360,3.5,0
1497,47,21,5.6,0,8.233864583,0.82,360,3.5,0
1498,47,22,6.1,0,8.2478125,0.85,360,3.5,0
1499,47,23,5.9,0,8.252375,0.9,360,3.5,0
1500,47,24,6.1,0,8.2611875,0.94,360,4.3,0
1501,48,1,6.4,0,8.272604167,0.96,360,4.3,0
1502,48,2,7,0,8.27578125,0.97,360,4.3,0
1503,48,3,7.6,0,8.281364583,0.98,360,4.3,0
1504,48,4,8.1,0,8.2881875,0.97,360,4.3,0
1505,48,5,8,0,8.290125,0.97,360,4.3,0
1506,48,6,7.8,0,8.293572917,0.98,360,4.3,0
1507,48,7,7.9,0,8.2975625,0.97,360,4.3,0
1508,48,8,8,11.22222222,8.298583333,0.94,360,4.3,0
1509,48,9,8.3,123.4444444,8.30015625,0.92,360,4.3,0
1510,48,10,8.9,269.3333333,8.301489583,0.89,360,4.3,0
1511,48,11,9.6,291.7777778,8.301677083,0.88,360,4.3,0
1512,48,12,9.8,404,8.301677083,0.83,360,4.3,0
1513,48,13,10.5,381.5555556,8.300802083,0.82,360,4.3,0
1514,48,14,10.6,448.8888889,8.30025,0.81,360,4.3,0
1515,48,15,10.3,516.2222222,8.29878125,0.8,360,4.3,0
1516,48,16,9.7,190.7777778,8.29571875,0.8,360,4.3,0
1517,48,17,9.5,33.66666667,8.294489583,0.8,360,4.3,0
1518,48,18,8.7,0,8.291697917,0.81,360,4.3,0
1519,48,19,8.6,0,8.286489583,0.86,360,4.3,0
1520,48,20,7.6,0,8.2844375,0.93,360,4.3,0
1521,48,21,7.9,0,8.279833333,0.96,360,4.3,0
1522,48,22,7.8,0,8.27165625,0.97,360,4.3,0
1523,48,23,8.1,0,8.2686875,0.95,360,4.3,0
1524,48,24,8.1,0,8.262770833,0.95,360,5.4,0
1525,49,1,8.1,0,8.25428125,0.94,360,5.4,0
1526,49,2,7.9,0,8.251635417,0.94,360,5.4,0
1527,49,3,7.8,0,8.24653125,0.96,360,5.4,0
1528,49,4,7.8,0,8.239114583,0.96,360,5.4,0
1529,49,5,8,0,8.236708333,0.95,360,5.4,0
1530,49,6,8.2,0,8.232072917,0.94,360,5.4,0
1531,49,7,8.4,0,8.225927083,0.93,360,5.4,0
1532,49,8,8.7,22.44444444,8.224072917,0.93,360,5.4,0
1533,49,9,9.2,67.33333333,8.220520833,0.93,360,5.4,0
1534,49,10,9.8,157.1111111,8.21553125,0.91,360,5.4,0
1535,49,11,10,235.6666667,8.213989583,0.93,360,5.4,0
1536,49,12,10.4,202,8.211125,0.92,360,5.4,0
1537,49,13,10.7,190.7777778,8.207520833,0.91,360,5.4,0
1538,49,14,10.9,235.6666667,8.20653125,0.91,360,5.4,0
1539,49,15,10.8,89.77777778,8.204854167,0.91,360,5.4,0
1540,49,16,11,56.11111111,8.203010417,0.91,360,5.4,0
1541,49,17,10.9,22.44444444,8.202552083,0.94,360,5.4,0
1542,49,18,10.8,0,8.20178125,0.97,360,5.4,0
1543,49,19,10.7,0,8.200916667,0.96,360,5.4,0
1544,49,20,10.7,0,8.200677083,0.96,360,5.4,0
1545,49,21,10.5,0,8.200260417,0.96,360,5.4,0
1546,49,22,10.5,0,8.199635417,0.96,360,5.4,0
1547,49,23,10.3,0,8.199302083,0.97,360,5.4,0
1548,49,24,10.5,0,8.198166667,0.94,360,3.7,0
1549,50,1,9.8,0,8.194822917,0.96,360,3.7,0
1550,50,2,9.7,0,8.193197917,0.97,360,3.7,0
1551,50,3,9.6,0,8.189302083,0.98,360,3.7,0
1552,50,4,9.6,0,8.181635417,0.98,360,3.7,0
1553,50,5,9.8,0,8.178635417,0.98,360,3.7,0
1554,50,6,10,0,8.171958333,0.97,360,3.7,0
1555,50,7,9.9,0,8.1606875,0.98,360,3.7,0
1556,50,8,10,22.44444444,8.156697917,0.99,360,3.7,0
1557,50,9,10.4,89.77777778,8.148447917,0.99,360,3.7,0
1558,50,10,10.2,179.5555556,8.135510417,0.98,360,3.7,0
1559,50,11,10,235.6666667,8.1310625,0.96,360,3.7,0
1560,50,12,10.1,448.8888889,8.1219375,0.86,360,3.7,0
1561,50,13,10.2,460.1111111,8.107864583,0.81,360,3.7,0
1562,50,14,10.2,426.4444444,8.103020833,0.79,360,3.7,0
1563,50,15,10.7,359.1111111,8.093145833,0.79,360,3.7,0
1564,50,16,10,426.4444444,8.077729167,0.77,360,3.7,0
1565,50,17,9.2,78.55555556,8.072395833,0.76,360,3.7,0
1566,50,18,8.4,0,8.061375,0.82,360,3.7,0
1567,50,19,7.3,0,8.043791667,0.89,360,3.7,0
1568,50,20,7.9,0,8.037666667,0.88,360,3.7,0
1569,50,21,7.2,0,8.025135417,0.86,360,3.7,0
