t,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,mineral_N_fertilization_rate
451,5,7,8.3,0,8.408322917,0.97,360,2.8,0
452,5,8,9.2,0,8.399895833,0.96,360,2.8,0
453,5,9,8.9,112.2222222,8.383385417,0.94,360,2.8,0
454,5,10,12.4,347.8888889,8.359708333,0.84,360,2.8,0
455,5,11,12.4,392.7777778,8.352072917,0.83,360,2.8,0
456,5,12,13.9,583.5555556,8.33709375,0.79,360,2.8,0
457,5,13,14.6,583.5555556,8.315041667,0.73,360,2.8,0
458,5,14,14.8,505,8.30771875,0.71,360,2.8,0
459,5,15,13.8,314.2222222,8.292927083,0.73,360,2.8,0
460,5,16,12.6,112.2222222,8.270416667,0.78,360,2.8,0
461,5,17,12,0,8.262802083,0.83,360,2.8,0
462,5,18,11.9,0,8.247354167,0.83,360,2.8,0
463,5,19,11.6,0,8.223541667,0.81,360,2.8,0
464,5,20,11.4,0,8.21546875,0.79,360,2.8,0
465,5,21,11.1,0,8.198947917,0.79,360,2.8,0
466,5,22,10.6,0,8.172989583,0.78,360,2.8,0
467,5,23,9.9,0,8.1639375,0.81,360,2.8,0
468,5,24,10.4,0,8.145229167,0.82,360,3.4,0
469,6,1,10.1,0,8.115479167,0.77,360,3.4,0
470,6,2,9.7,0,8.10521875,0.8,360,3.4,0
471,6,3,7.2,0,8.084458333,0.86,360,3.4,0
472,6,4,7.9,0,8.052822917,0.89,360,3.4,0
473,6,5,6.8,0,8.042197917,0.94,360,3.4,0
474,6,6,7,0,8.020916667,0.95,360,3.4,0
475,6,7,8.1,0,7.988895833,0.95,360,3.4,0
476,6,8,7.5,0,7.97825,0.94,360,3.4,0
477,6,9,8.3,145.8888889,7.956885417,0.93,360,3.4,0
478,6,10,9.7,347.8888889,7.924572917,0.83,360,3.4,0
479,6,11,11.1,527.4444444,7.9136875,0.79,360,3.4,0
480,6,12,11.9,628.4444444,7.891666667,0.73,360,3.4,0
481,6,13,12.6,617.2222222,7.85796875,0.71,360,3.4,0
482,6,14,12.5,505,7.84659375,0.71,360,3.4,0
483,6,15,11.9,325.4444444,7.82359375,0.75,360,3.4,0
484,6,16,10.5,112.2222222,7.7884375,0.81,360,3.4,0
485,6,17,10.2,0,7.7765,0.84,360,3.4,0
486,6,18,9.8,0,7.752479167,0.85,360,3.4,0
487,6,19,9.9,0,7.71628125,0.83,360,3.4,0
488,6,20,9.8,0,7.70415625,0.83,360,3.4,0
489,6,21,9.8,0,7.679791667,0.82,360,3.4,0
490,6,22,9.4,0,7.6429375,0.81,360,3.4,0
491,6,23,9.3,0,7.630458333,0.82,360,3.4,0
492,6,24,9.1,0,7.604864583,0.83,360,3.7,0
493,7,1,8.9,0,7.565020833,0.83,360,3.7,0
494,7,2,9.3,0,7.551395833,0.8,360,3.7,0
495,7,3,9.2,0,7.52353125,0.77,360,3.7,0
496,7,4,8.9,0,7.480625,0.81,360,3.7,0
497,7,5,8.8,0,7.46596875,0.83,360,3.7,0
498,7,6,8.8,0,7.436135417,0.85,360,3.7,0
499,7,7,8.6,0,7.38984375,0.87,360,3.7,0
500,7,8,8,0,7.37396875,0.93,360,3.7,0
501,7,9,7.8,11.22222222,7.341604167,0.96,360,3.7,0
502,7,10,7.5,11.22222222,7.29159375,0.97,360,3.7,0
503,7,11,7.4,101,7.274604167,0.98,360,3.7,0
504,7,12,7.9,179.5555556,7.24028125,0.97,360,3.7,0
505,7,13,7.7,101,7.187958333,0.94,360,3.7,0
506,7,14,8,123.4444444,7.170291667,0.95,360,3.7,0
507,7,15,8,168.3333333,7.134770833,0.91,360,3.7,0
508,7,16,7.5,78.55555556,7.08115625,0.94,360,3.7,0
509,7,17,7,0,7.063229167,0.95,360,3.7,0
510,7,18,7.4,0,7.02753125,0.93,360,3.7,0
511,7,19,7.3,0,6.974635417,0.92,360,3.7,0
512,7,20,7.2,0,6.95721875,0.92,360,3.7,0
513,7,21,7.1,0,6.922697917,0.95,360,3.7,0
514,7,22,7.2,0,6.87165625,0.95,360,3.7,0
515,7,23,7.6,0,6.854677083,0.95,360,3.7,0
516,7,24,7.7,0,6.820395833,0.96,360,4.7,0
517,8,1,7.9,0,6.767739583,0.96,360,4.7,0
518,8,2,7.5,0,6.749864583,0.98,360,4.7,0
519,8,3,6.6,0,6.71371875,0.98,360,4.7,0
520,8,4,6.3,0,6.659041667,0.97,360,4.7,0
521,8,5,6.2,0,6.641010417,0.94,360,4.7,0
522,8,6,5.7,0,6.605427083,0.94,360,4.7,0
523,8,7,5.1,0,6.553677083,0.96,360,4.7,0
524,8,8,4.8,0,6.536958333,0.96,360,4.7,0
525,8,9,5.8,145.8888889,6.504354167,0.93,360,4.7,0
526,8,10,6.2,202,6.457520833,0.91,360,4.7,0
527,8,11,7.2,460.1111111,6.442427083,0.88,360,4.7,0
528,8,12,6.8,258.1111111,6.412916667,0.87,360,4.7,0
529,8,13,7.1,303,6.370583333,0.85,360,4.7,0
530,8,14,7.1,258.1111111,6.357041667,0.87,360,4.7,0
531,8,15,7,101,6.330739583,0.87,360,4.7,0
532,8,16,6.6,33.66666667,6.293135417,0.88,360,4.7,0
533,8,17,6.3,0,6.280979167,0.89,360,4.7,0
534,8,18,6.2,0,6.2570625,0.88,360,4.7,0
535,8,19,6.2,0,6.221979167,0.88,360,4.7,0
536,8,20,6.6,0,6.210479167,0.86,360,4.7,0
537,8,21,6.1,0,6.187645833,0.87,360,4.7,0
538,8,22,5.9,0,6.153354167,0.89,360,4.7,0
539,8,23,6.1,0,6.141791667,0.87,360,4.7,0
540,8,24,5.8,0,6.118354167,0.88,360,2.9,0
541,9,1,5.7,0,6.082166667,0.91,360,2.9,0
542,9,2,5.4,0,6.069802083,0.92,360,2.9,0
543,9,3,4.9,0,6.044739583,0.93,360,2.9,0
544,9,4,5,0,6.00678125,0.95,360,2.9,0
545,9,5,4.8,0,5.994104167,0.94,360,2.9,0
546,9,6,4.6,0,5.96871875,0.94,360,2.9,0
547,9,7,4.1,0,5.930760417,0.93,360,2.9,0
548,9,8,3.8,0,5.918145833,0.94,360,2.9,0
549,9,9,4,78.55555556,5.893,0.94,360,2.9,0
550,9,10,4.4,112.2222222,5.855447917,0.94,360,2.9,0
551,9,11,5.2,224.4444444,5.843041667,0.89,360,2.9,0
552,9,12,5.1,303,5.81840625,0.85,360,2.9,0
553,9,13,5.5,381.5555556,5.78203125,0.82,360,2.9,0
554,9,14,5.2,269.3333333,5.7700625,0.87,360,2.9,0
555,9,15,4.2,258.1111111,5.746447917,0.88,360,2.9,0
556,9,16,3.6,56.11111111,5.71171875,0.91,360,2.9,0
557,9,17,2.3,0,5.700385417,0.95,360,2.9,0
558,9,18,1.5,0,5.678135417,0.95,360,2.9,0
559,9,19,1.9,0,5.645916667,0.96,360,2.9,0
560,9,20,1,0,5.635520833,0.97,360,2.9,0
561,9,21,0.7,0,5.61528125,0.98,360,2.9,0
562,9,22,0.5,0,5.58621875,0.99,360,2.9,0
563,9,23,0.7,0,5.576833333,0.99,360,2.9,0
564,9,24,1,0,5.558416667,1,360,3.7,0
565,10,1,1.1,0,5.531541667,1,360,3.7,0
566,10,2,1.1,0,5.52275,1,360,3.7,0
567,10,3,1.1,0,5.505489583,1,360,3.7,0
568,10,4,1.1,0,5.480125,0.99,360,3.7,0
569,10,5,0.8,0,5.471833333,1,360,3.7,0
570,10,6,0.8,0,5.455604167,1,360,3.7,0
571,10,7,0.7,0,5.431947917,1,360,3.7,0
572,10,8,0.3,0,5.42421875,1,360,3.7,0
573,10,9,-0.1,56.11111111,5.408958333,0.98,360,3.7,0
574,10,10,-0.6,101,5.386697917,0.96,360,3.7,0
575,10,11,-0.7,112.2222222,5.379458333,0.94,360,3.7,0
576,10,12,-0.2,190.7777778,5.36534375,0.91,360,3.7,0
577,10,13,0.3,258.1111111,5.345458333,0.89,360,3.7,0
578,10,14,0.6,213.2222222,5.339208333,0.84,360,3.7,0
579,10,15,0.6,190.7777778,5.327260417,0.85,360,3.7,0
580,10,16,0.1,56.11111111,5.31034375,0.89,360,3.7,0
581,10,17,0.4,0,5.304895833,0.9,360,3.7,0
582,10,18,0.8,0,5.294197917,0.89,360,3.7,0
583,10,19,0.8,0,5.278666667,0.9,360,3.7,0
584,10,20,0.3,0,5.27359375,0.91,360,3.7,0
585,10,21,0,0,5.263739583,0.91,360,3.7,0
586,10,22,-0.3,0,5.2496875,0.9,360,3.7,0
587,10,23,-0.5,0,5.2451875,0.89,360,3.7,0
588,10,24,-0.4,0,5.2364375,0.88,360,4.4,0
589,11,1,-0.6,0,5.223791667,0.87,360,4.4,0
590,11,2,-0.7,0,5.21971875,0.88,360,4.4,0
591,11,3,-0.7,0,5.211739583,0.89,360,4.4,0
592,11,4,-0.8,0,5.200104167,0.9,360,4.4,0
593,11,5,-0.7,0,5.196260417,0.85,360,4.4,0
594,11,6,-0.8,0,5.188552083,0.86,360,4.4,0
595,11,7,-0.9,0,5.1768125,0.87,360,4.4,0
596,11,8,-1,0,5.172833333,0.88,360,4.4,0
597,11,9,-0.7,78.55555556,5.1648125,0.88,360,4.4,0
598,11,10,-0.2,213.2222222,5.152708333,0.83,360,4.4,0
599,11,11,0.3,314.2222222,5.148708333,0.77,360,4.4,0
600,11,12,0.9,370.3333333,5.14084375,0.74,360,4.4,0
601,11,13,1.1,437.6666667,5.129479167,0.72,360,4.4,0
602,11,14,1,280.5555556,5.125895833,0.69,360,4.4,0
603,11,15,1.2,235.6666667,5.119145833,0.68,360,4.4,0
604,11,16,0.5,134.6666667,5.1101875,0.71,360,4.4,0
605,11,17,-0.2,0,5.10746875,0.73,360,4.4,0
606,11,18,-0.6,0,5.102354167,0.76,360,4.4,0
607,11,19,-1.2,0,5.095427083,0.79,360,4.4,0
608,11,20,-1.2,0,5.093302083,0.81,360,4.4,0
609,11,21,-1.4,0,5.0893125,0.84,360,4.4,0
610,11,22,-1.4,0,5.084125,0.9,360,4.4,0
611,11,23,-1.5,0,5.0825625,0.91,360,4.4,0
612,11,24,-1.9,0,5.079677083,0.94,360,5,0
613,12,1,-2.6,0,5.07596875,0.97,360,5,0
614,12,2,-2.2,0,5.07490625,0.99,360,5,0
615,12,3,-2.1,0,5.073041667,0.99,360,5,0
616,12,4,-2.7,0,5.0708125,1,360,5,0
617,12,5,-2.5,0,5.070333333,1,360,5,0
618,12,6,-1.7,0,5.06984375,1,360,5,0
619,12,7,-1.7,0,5.070385417,1,360,5,0
620,12,8,-1,22.44444444,5.070958333,1,360,5,0
621,12,9,-0.3,157.1111111,5.07265625,0.98,360,5,0
622,12,10,-0.2,145.8888889,5.076458333,0.96,360,5,0
623,12,11,-0.5,168.3333333,5.078,0.97,360,5,0
624,12,12,0,190.7777778,5.081666667,0.94,360,5,0
625,12,13,0.2,224.4444444,5.087916667,0.85,360,5,0
626,12,14,0.1,168.3333333,5.0900625,0.81,360,5,0
627,12,15,-0.2,123.4444444,5.094479167,0.87,360,5,0
628,12,16,-0.9,33.66666667,5.101302083,0.94,360,5,0
629,12,17,-1.6,0,5.103625,0.99,360,5,0
630,12,18,-1.2,0,5.108291667,1,360,5,0
631,12,19,-0.6,0,5.115072917,1,360,5,0
632,12,20,0,0,5.117208333,1,360,5,0
633,12,21,0.9,0,5.12125,1,360,5,0
634,12,22,1.3,0,5.126427083,1,360,5,0
635,12,23,2,0,5.12796875,0.98,360,5,0
636,12,24,1.8,0,5.1311875,0.98,360,4.3,0
637,13,1,1.7,0,5.136583333,0.98,360,4.3,0
638,13,2,0.8,0,5.13853125,0.99,360,4.3,0
639,13,3,1.1,0,5.14259375,0.99,360,4.3,0
640,13,4,1.1,0,5.148291667,0.98,360,4.3,0
641,13,5,0.2,0,5.15003125,0.99,360,4.3,0
642,13,6,0.1,0,5.152916667,0.98,360,4.3,0
643,13,7,1.5,0,5.155739583,0.98,360,4.3,0
644,13,8,0.7,0,5.1561875,0.98,360,4.3,0
645,13,9,2.3,179.5555556,5.15640625,0.96,360,4.3,0
646,13,10,2.1,235.6666667,5.154947917,0.94,360,4.3,0
647,13,11,3.4,549.8888889,5.153989583,0.91,360,4.3,0
648,13,12,3,258.1111111,5.151395833,0.94,360,4.3,0
649,13,13,4.5,516.2222222,5.146145833,0.89,360,4.3,0
650,13,14,4.4,370.3333333,5.144052083,0.87,360,4.3,0
651,13,15,4.4,134.6666667,5.13940625,0.86,360,4.3,0
652,13,16,3.8,33.66666667,5.131291667,0.91,360,4.3,0
653,13,17,3.8,0,5.128333333,0.94,360,4.3,0
654,13,18,3.9,0,5.121927083,0.94,360,4.3,0
655,13,19,4.1,0,5.1113125,0.96,360,4.3,0
656,13,20,4.4,0,5.107614583,0.96,360,4.3,0
657,13,21,5,0,5.100041667,0.96,360,4.3,0
658,13,22,4.8,0,5.088604167,0.97,360,4.3,0
659,13,23,5.3,0,5.0848125,0.98,360,4.3,0
660,13,24,6.3,0,5.077135417,0.98,360,4.5,0
661,14,1,7.2,0,5.0655,0.96,360,4.5,0
662,14,2,6.9,0,5.061416667,0.96,360,4.5,0
663,14,3,6.7,0,5.053177083,0.96,360,4.5,0
664,14,4,6.2,0,5.040385417,0.95,360,4.5,0
665,14,5,6.3,0,5.03609375,0.95,360,4.5,0
666,14,6,5.3,0,5.027458333,0.95,360,4.5,0
667,14,7,5.1,0,5.014479167,0.93,360,4.5,0
668,14,8,4.6,0,5.010052083,0.94,360,4.5,0
669,14,9,5.2,123.4444444,5.001145833,0.91,360,4.5,0
670,14,10,6.3,392.7777778,4.987791667,0.88,360,4.5,0
671,14,11,7.3,572.3333333,4.983270833,0.86,360,4.5,0
672,14,12,7.5,460.1111111,4.974083333,0.83,360,4.5,0
673,14,13,8.1,527.4444444,4.9598125,0.79,360,4.5,0
674,14,14,7.8,516.2222222,4.95484375,0.77,360,4.5,0
675,14,15,8,224.4444444,4.94453125,0.77,360,4.5,0
676,14,16,6.8,134.6666667,4.928291667,0.78,360,4.5,0
677,14,17,6.1,11.22222222,4.922635417,0.81,360,4.5,0
678,14,18,5.3,0,4.910927083,0.85,360,4.5,0
679,14,19,5.5,0,4.89246875,0.88,360,4.5,0
680,14,20,5.7,0,4.8860625,0.87,360,4.5,0
681,14,21,5.3,0,4.872822917,0.89,360,4.5,0
682,14,22,4.9,0,4.852114583,0.89,360,4.5,0
683,14,23,4.8,0,4.844989583,0.91,360,4.5,0
684,14,24,5.5,0,4.830427083,0.89,360,6.2,0
685,15,1,5.4,0,4.808177083,0.89,360,6.2,0
686,15,2,5.3,0,4.800760417,0.9,360,6.2,0
687,15,3,5.5,0,4.786,0.9,360,6.2,0
688,15,4,5.6,0,4.7636875,0.9,360,6.2,0
689,15,5,5.4,0,4.75628125,0.92,360,6.2,0
690,15,6,5.2,0,4.741416667,0.93,360,6.2,0
691,15,7,5.6,0,4.718833333,0.93,360,6.2,0
692,15,8,5,11.22222222,4.711239583,0.93,360,6.2,0
693,15,9,5.2,112.2222222,4.695979167,0.93,360,6.2,0
694,15,10,6.1,303,4.672604167,0.9,360,6.2,0
695,15,11,7.5,460.1111111,4.664666667,0.86,360,6.2,0
696,15,12,8.4,561.1111111,4.6485625,0.83,360,6.2,0
697,15,13,8.7,482.5555556,4.623604167,0.83,360,6.2,0
698,15,14,8.9,415.2222222,4.615010417,0.82,360,6.2,0
699,15,15,8.7,280.5555556,4.597604167,0.8,360,6.2,0
700,15,16,8.1,67.33333333,4.5708125,0.82,360,6.2,0
701,15,17,7.9,11.22222222,4.561822917,0.85,360,6.2,0
702,15,18,8.1,0,4.543770833,0.85,360,6.2,0
703,15,19,7.9,0,4.516697917,0.83,360,6.2,0
704,15,20,7.7,0,4.507666667,0.82,360,6.2,0
705,15,21,7.6,0,4.489666667,0.83,360,6.2,0
706,15,22,7.2,0,4.462947917,0.87,360,6.2,0
707,15,23,7.5,0,4.454114583,0.82,360,6.2,0
708,15,24,7.2,0,4.4363125,0.82,360,7.7,0
709,16,1,7.2,0,4.409666667,0.84,360,7.7,0
710,16,2,7.3,0,4.400802083,0.86,360,7.7,0
711,16,3,7.9,0,4.383125,0.89,360,7.7,0
712,16,4,8.3,0,4.35721875,0.9,360,7.7,0
713,16,5,8.8,0,4.34871875,0.91,360,7.7,0
714,16,6,8.8,0,4.33203125,0.89,360,7.7,0
715,16,7,8.9,0,4.307604167,0.83,360,7.7,0
716,16,8,8.8,0,4.2995625,0.79,360,7.7,0
717,16,9,9,33.66666667,4.283604167,0.77,360,7.7,0
718,16,10,9.1,89.77777778,4.260083333,0.78,360,7.7,0
719,16,11,9.3,157.1111111,4.25234375,0.79,360,7.7,0
720,16,12,9.9,280.5555556,4.237052083,0.78,360,7.7,0
721,16,13,9.4,179.5555556,4.2144375,0.84,360,7.7,0
722,16,14,9.2,78.55555556,4.206885417,0.86,360,7.7,0
723,16,15,9.3,67.33333333,4.191604167,0.84,360,7.7,0
724,16,16,8.7,33.66666667,4.168114583,0.88,360,7.7,0
725,16,17,8.4,0,4.160083333,0.91,360,7.7,0
726,16,18,8.1,0,4.143822917,0.91,360,7.7,0
727,16,19,8,0,4.118625,0.89,360,7.7,0
728,16,20,7.8,0,4.11003125,0.91,360,7.7,0
729,16,21,8.2,0,4.092447917,0.92,360,7.7,0
730,16,22,7.9,0,4.065260417,0.93,360,7.7,0
731,16,23,7,0,4.056020833,0.95,360,7.7,0
732,16,24,6.4,0,4.0371875,0.97,360,2.4,0
733,17,1,6.4,0,4.008427083,0.98,360,2.4,0
734,17,2,6.3,0,3.998864583,0.94,360,2.4,0
735,17,3,6.1,0,3.979760417,0.89,360,2.4,0
736,17,4,5.9,0,3.951052083,0.89,360,2.4,0
737,17,5,5.7,0,3.94134375,0.89,360,2.4,0
738,17,6,5.1,0,3.921583333,0.93,360,2.4,0
739,17,7,4.9,0,3.891208333,0.95,360,2.4,0
740,17,8,4.9,0,3.880947917,0.95,360,2.4,0
741,17,9,4.9,22.44444444,3.860125,0.95,360,2.4,0
742,17,10,5.3,67.33333333,3.82846875,0.95,360,2.4,0
743,17,11,5.7,157.1111111,3.817864583,0.93,360,2.4,0
744,17,12,6.3,157.1111111,3.7964375,0.91,360,2.4,0
745,17,13,6.8,291.7777778,3.763947917,0.89,360,2.4,0
746,17,14,7,314.2222222,3.7531875,0.87,360,2.4,0
747,17,15,7.1,179.5555556,3.731885417,0.88,360,2.4,0
748,17,16,7.1,67.33333333,3.700333333,0.88,360,2.4,0
749,17,17,6.5,11.22222222,3.689875,0.9,360,2.4,0
750,17,18,6.6,0,3.669125,0.89,360,2.4,0
751,17,19,5.4,0,3.63840625,0.91,360,2.4,0
752,17,20,4.5,0,3.628239583,0.94,360,2.4,0
753,17,21,4.6,0,3.608177083,0.95,360,2.4,0
754,17,22,3.9,0,3.57865625,0.96,360,2.4,0
755,17,23,3.8,0,3.568927083,0.97,360,2.4,0
756,17,24,3.2,0,3.549260417,0.98,360,3.3,0
757,18,1,1.8,0,3.51896875,0.99,360,3.3,0
758,18,2,2.2,0,3.508729167,1,360,3.3,0
759,18,3,2.7,0,3.488041667,1,360,3.3,0
760,18,4,1.7,0,3.457541667,1,360,3.3,0
761,18,5,0.5,0,3.447552083,1,360,3.3,0
762,18,6,0.6,0,3.428135417,1,360,3.3,0
763,18,7,-0.4,0,3.400260417,1,360,3.3,0
764,18,8,0.3,11.22222222,3.391239583,1,360,3.3,0
765,18,9,0.8,269.3333333,3.373520833,1,360,3.3,0
766,18,10,4.8,448.8888889,3.34778125,0.99,360,3.3,0
767,18,11,6.1,606,3.339479167,0.83,360,3.3,0
768,18,12,7.5,740.6666667,3.323145833,0.77,360,3.3,0
769,18,13,7.8,729.4444444,3.299072917,0.73,360,3.3,0
770,18,14,7.8,606,3.291166667,0.73,360,3.3,0
771,18,15,7.3,381.5555556,3.27553125,0.78,360,3.3,0
772,18,16,6.2,101,3.25265625,0.83,360,3.3,0
773,18,17,5.6,0,3.24509375,0.86,360,3.3,0
774,18,18,4.8,0,3.230114583,0.92,360,3.3,0
775,18,19,4.9,0,3.207708333,0.9,360,3.3,0
776,18,20,5.3,0,3.200166667,0.89,360,3.3,0
777,18,21,5.4,0,3.185197917,0.87,360,3.3,0
778,18,22,5.7,0,3.162479167,0.87,360,3.3,0
779,18,23,6.2,0,3.154885417,0.86,360,3.3,0
780,18,24,6.3,0,3.139625,0.87,360,6.8,0
781,19,1,6,0,3.116770833,0.88,360,6.8,0
782,19,2,5.6,0,3.109322917,0.89,360,6.8,0
783,19,3,6.2,0,3.0948125,0.89,360,6.8,0
784,19,4,6.1,0,3.07478125,0.9,360,6.8,0
785,19,5,6,0,3.068520833,0.9,360,6.8,0
786,19,6,5.4,0,3.056479167,0.91,360,6.8,0
787,19,7,5.6,0,3.03975,0.91,360,6.8,0
788,19,8,6.1,11.22222222,3.034604167,0.91,360,6.8,0
789,19,9,6.5,123.4444444,3.025083333,0.9,360,6.8,0
790,19,10,6.6,145.8888889,3.012416667,0.89,360,6.8,0
791,19,11,7.4,280.5555556,3.008729167,0.87,360,6.8,0
792,19,12,7.9,347.8888889,3.00221875,0.83,360,6.8,0
793,19,13,8.8,426.4444444,2.99453125,0.79,360,6.8,0
794,19,14,8.8,269.3333333,2.9925625,0.77,360,6.8,0
795,19,15,8.5,157.1111111,2.9895625,0.82,360,6.8,0
796,19,16,8.6,67.33333333,2.987135417,0.8,360,6.8,0
797,19,17,8.6,0,2.98684375,0.81,360,6.8,0
798,19,18,8.7,0,2.987041667,0.83,360,6.8,0
799,19,19,8.8,0,2.989270833,0.82,360,6.8,0
800,19,20,8.7,0,2.9905,0.81,360,6.8,0
801,19,21,8.7,0,2.99375,0.81,360,6.8,0
802,19,22,8.8,0,3.000354167,0.8,360,6.8,0
803,19,23,8.5,0,3.00303125,0.82,360,6.8,0
804,19,24,8.2,0,3.0089375,0.86,360,3.9,0
805,20,1,8.1,0,3.01846875,0.88,360,3.9,0
806,20,2,8.3,0,3.021802083,0.9,360,3.9,0
807,20,3,8.6,0,3.02853125,0.93,360,3.9,0
808,20,4,8.5,0,3.039302083,0.93,360,3.9,0
809,20,5,8.1,0,3.042927083,0.93,360,3.9,0
810,20,6,7.9,0,3.050208333,0.88,360,3.9,0
811,20,7,8,0,3.060895833,0.78,360,3.9,0
812,20,8,8.1,11.22222222,3.064416667,0.7,360,3.9,0
813,20,9,8.4,67.33333333,3.071270833,0.68,360,3.9,0
814,20,10,9.1,123.4444444,3.08159375,0.56,360,3.9,0
815,20,11,9.7,258.1111111,3.085,0.57,360,3.9,0
816,20,12,9.8,291.7777778,3.091885417,0.6,360,3.9,0
817,20,13,11,303,3.10253125,0.62,360,3.9,0
818,20,14,10.9,314.2222222,3.10621875,0.64,360,3.9,0
819,20,15,10.6,179.5555556,3.113625,0.67,360,3.9,0
820,20,16,10.3,44.88888889,3.12525,0.69,360,3.9,0
821,20,17,10.1,0,3.1291875,0.71,360,3.9,0
822,20,18,9.7,0,3.137260417,0.78,360,3.9,0
823,20,19,9.2,0,3.149895833,0.83,360,3.9,0
824,20,20,9,0,3.1543125,0.84,360,3.9,0
825,20,21,9.3,0,3.163333333,0.82,360,3.9,0
826,20,22,9.2,0,3.177333333,0.83,360,3.9,0
827,20,23,9,0,3.182166667,0.84,360,3.9,0
828,20,24,8.8,0,3.19246875,0.85,360,1,0
829,21,1,8.4,0,3.208760417,0.9,360,1,0
830,21,2,8.3,0,3.21434375,0.88,360,1,0
831,21,3,8.1,0,3.225645833,0.9,360,1,0
832,21,4,7.8,0,3.242604167,0.88,360,1,0
833,21,5,7.7,0,3.2483125,0.88,360,1,0
834,21,6,8.1,0,3.259885417,0.88,360,1,0
835,21,7,8,0,3.278041667,0.88,360,1,0
836,21,8,7.1,0,3.284375,0.9,360,1,0
837,21,9,8,78.55555556,3.29753125,0.86,360,1,0
838,21,10,7.9,101,3.3185625,0.87,360,1,0
839,21,11,9.7,134.6666667,3.325958333,0.81,360,1,0
840,21,12,9.9,336.6666667,3.34121875,0.83,360,1,0
841,21,13,10.6,448.8888889,3.365354167,0.77,360,1,0
842,21,14,10.8,325.4444444,3.37375,0.78,360,1,0
843,21,15,10.5,202,3.391052083,0.82,360,1,0
844,21,16,10.2,67.33333333,3.418145833,0.81,360,1,0
845,21,17,9.2,11.22222222,3.42753125,0.86,360,1,0
846,21,18,8.7,0,3.44675,0.87,360,1,0
847,21,19,7.5,0,3.476875,0.92,360,1,0
848,21,20,7.5,0,3.487208333,0.94,360,1,0
849,21,21,6.1,0,3.5083125,0.96,360,1,0
850,21,22,5.8,0,3.540572917,0.97,360,1,0
851,21,23,4.9,0,3.551541667,0.99,360,1,0
852,21,24,4.7,0,3.574,0.99,360,1.4,0
853,22,1,5,0,3.60846875,1,360,1.4,0
854,22,2,5.2,0,3.619822917,1,360,1.4,0
855,22,3,5.6,0,3.642520833,1,360,1.4,0
856,22,4,6,0,3.67640625,1,360,1.4,0
857,22,5,6.4,0,3.687791667,1,360,1.4,0
858,22,6,6.6,0,3.710729167,1,360,1.4,0
859,22,7,6.5,0,3.74546875,1,360,1.4,0
860,22,8,6.6,0,3.757052083,1,360,1.4,0
861,22,9,6.6,78.55555556,3.7803125,1,360,1.4,0
862,22,10,7,134.6666667,3.8153125,1,360,1.4,0
863,22,11,7.5,123.4444444,3.826989583,1,360,1.4,0
864,22,12,7.9,168.3333333,3.85040625,1,360,1.4,0
865,22,13,8.2,213.2222222,3.886010417,1,360,1.4,0
866,22,14,8.4,101,3.89803125,1,360,1.4,0
867,22,15,8.6,78.55555556,3.922052083,0.98,360,1.4,0
868,22,16,8.4,44.88888889,3.9583125,0.97,360,1.4,0
869,22,17,7.9,0,3.970510417,0.97,360,1.4,0
870,22,18,7.7,0,3.99496875,0.97,360,1.4,0
871,22,19,7.5,0,4.031927083,0.98,360,1.4,0
872,22,20,7.3,0,4.044354167,0.98,360,1.4,0
873,22,21,7.3,0,4.069291667,0.98,360,1.4,0
874,22,22,7,0,4.107041667,0.98,360,1.4,0
875,22,23,7.3,0,4.11975,0.97,360,1.4,0
876,22,24,7.1,0,4.145208333,0.96,360,2.1,0
877,23,1,7.1,0,4.183947917,0.95,360,2.1,0
878,23,2,6.9,0,4.196895833,0.95,360,2.1,0
879,23,3,6.6,0,4.22278125,0.96,360,2.1,0
880,23,4,6,0,4.261145833,0.96,360,2.1,0
881,23,5,5.7,0,4.273770833,0.97,360,2.1,0
882,23,6,5.8,0,4.298760417,0.98,360,2.1,0
883,23,7,5.9,0,4.335677083,0.98,360,2.1,0
884,23,8,5.9,11.22222222,4.347989583,0.99,360,2.1,0
885,23,9,6.4,78.55555556,4.3725625,0.99,360,2.1,0
886,23,10,6.8,157.1111111,4.409302083,0.98,360,2.1,0
887,23,11,7.1,370.3333333,4.4215,0.95,360,2.1,0
888,23,12,7.9,583.5555556,4.44584375,0.89,360,2.1,0
889,23,13,7.7,448.8888889,4.482333333,0.86,360,2.1,0
890,23,14,7.5,527.4444444,4.494489583,0.86,360,2.1,0
891,23,15,6.6,392.7777778,4.518739583,0.9,360,2.1,0
892,23,16,5.7,101,4.55509375,0.94,360,2.1,0
893,23,17,4.8,11.22222222,4.567270833,0.96,360,2.1,0
894,23,18,4.3,0,4.591739583,0.97,360,2.1,0
895,23,19,3.7,0,4.62915625,0.98,360,2.1,0
896,23,20,3.6,0,4.641885417,0.99,360,2.1,0
897,23,21,3.9,0,4.667479167,0.99,360,2.1,0
898,23,22,4.1,0,4.7068125,0.99,360,2.1,0
899,23,23,4.3,0,4.72015625,1,360,2.1,0
900,23,24,4.5,0,4.747395833,1,360,3.9,0
901,24,1,4.6,0,4.789416667,1,360,3.9,0
902,24,2,5,0,4.803697917,1,360,3.9,0
903,24,3,5.4,0,4.832239583,1,360,3.9,0
904,24,4,5.6,0,4.874135417,1,360,3.9,0
